999000,0.499997
999000,0.499903
999000,0.499802
999000,0.499697
999000,0.499604
999000,0.499503
999001,0.499398
999001,0.499297
999001,0.499205
999001,0.499098
999001,0.499997
999001,0.499903
999001,0.499797
999001,0.499697
999001,0.499599
999001,0.499497
999002,0.499396
999002,0.4993
999002,0.499198
999002,0.499097
999002,0.499
999002,0.499896
999002,0.499795
999002,0.499698
999002,0.499597
999002,0.499495
999003,0.499397
999003,0.499297
999003,0.499191
999003,0.499097
999003,0.499994
999003,0.499888
999003,0.499793
999003,0.499692
999003,0.499587
999003,0.499486
999004,0.499392
999004,0.499287
999004,0.499186
999004,0.499092
999004,0.499982
999004,0.499881
999004,0.499787
999004,0.499681
999004,0.499581
999004,0.499483
999005,0.499381
999005,0.499279
999005,0.499182
999005,0.499081
999005,0.499974
999005,0.499876
999005,0.499775
999005,0.499673
999005,0.499574
999005,0.499474
999006,0.499372
999006,0.499274
999006,0.499174
999006,0.499067
999006,0.499966
999006,0.499866
999006,0.49976
999006,0.499666
999006,0.499564
999007,0.499459
999007,0.499357
999007,0.499263
999007,0.499158
999007,0.499056
999007,0.499954
999007,0.499848
999007,0.499748
999007,0.499649
999007,0.499547
999008,0.499446
999008,0.499348
999008,0.499245
999008,0.499144
999008,0.499046
999008,0.499936
999008,0.499834
999008,0.499736
999008,0.499633
999008,0.499532
999009,0.499433
999009,0.499333
999009,0.499231
999009,0.499132
999009,0.499032
999009,0.499916
999009,0.499821
999009,0.499719
999009,0.499614
999009,0.499519
999010,0.499417
999010,0.499312
999010,0.49921
999010,0.499115
999010,0.499998
999010,0.499898
999010,0.499803
999010,0.499696
999010,0.499595
999010,0.499496
999011,0.499394
999011,0.499293
999011,0.499194
999011,0.499092
999011,0.499979
999011,0.49988
999011,0.499778
999011,0.499676
999011,0.499578
999011,0.499476
999012,0.499373
999012,0.499274
999012,0.499173
999012,0.499066
999012,0.49996
999012,0.499858
999012,0.499752
999012,0.499657
999012,0.499554
999012,0.499449
999013,0.499354
999013,0.499252
999013,0.499146
999013,0.499044
999013,0.499936
999013,0.499828
999013,0.499727
999013,0.499633
999013,0.499525
999013,0.499424
999014,0.499325
999014,0.499222
999014,0.49912
999014,0.499022
999014,0.499905
999014,0.499803
999014,0.499704
999014,0.499602
999014,0.499499
999014,0.4994
999015,0.499299
999015,0.499196
999015,0.499096
999015,0.49998
999015,0.499873
999015,0.499777
999015,0.499676
999015,0.499569
999015,0.499474
999015,0.499371
999016,0.499265
999016,0.499163
999016,0.499067
999016,0.499946
999016,0.499843
999016,0.499747
999016,0.49964
999016,0.499539
999016,0.499439
999016,0.499336
999017,0.499235
999017,0.499135
999017,0.499032
999017,0.499912
999017,0.499814
999017,0.499711
999017,0.499608
999017,0.499509
999017,0.499407
999017,0.499304
999018,0.499204
999018,0.499102
999018,0.499982
999018,0.499882
999018,0.49978
999018,0.499672
999018,0.499577
999018,0.499474
999018,0.499368
999018,0.499272
999019,0.49917
999019,0.499063
999019,0.499941
999019,0.499846
999019,0.499738
999019,0.499637
999019,0.499541
999019,0.499433
999019,0.499332
999019,0.499232
999020,0.499128
999020,0.500007
999020,0.499907
999020,0.499803
999020,0.4997
999020,0.499601
999020,0.499498
999020,0.499395
999020,0.499296
999020,0.499193
999021,0.49909
999021,0.499969
999021,0.499867
999021,0.499759
999021,0.499663
999021,0.499561
999021,0.499454
999021,0.499358
999021,0.499255
999021,0.499148
999022,0.499052
999022,0.499927
999022,0.49982
999022,0.499717
999022,0.499621
999022,0.499513
999022,0.499412
999022,0.499316
999022,0.499208
999022,0.499106
999023,0.499983
999023,0.499879
999023,0.499775
999023,0.499677
999023,0.499573
999023,0.49947
999023,0.49937
999023,0.499267
999023,0.499164
999023,0.499065
999024,0.499937
999024,0.499833
999024,0.499733
999024,0.499631
999024,0.499523
999024,0.499426
999024,0.499324
999024,0.499216
