4000,0.000432,0.000191,0.000189
4100,0.000369,0.000192,0.000195
4200,0.000387,0.000202,0.000208
4300,0.000404,0.000229,0.00022
4400,0.000419,0.000219,0.000227
4500,0.000424,0.00023,0.000226
4600,0.000434,0.000245,0.000231
4700,0.000439,0.000238,0.000242
4800,0.000579,0.000252,0.000252
4900,0.000479,0.000254,0.000257
5000,0.00048,0.00027,0.000258
5100,0.000496,0.000279,0.00028
5200,0.000501,0.000272,0.00027
5300,0.000511,0.000277,0.000291
5400,0.000526,0.000281,0.000285
5500,0.000544,0.000291,0.000302
5600,0.000546,0.0003,0.000296
5700,0.000554,0.000304,0.000306
5800,0.000572,0.000309,0.000309
5900,0.000573,0.000313,0.00031
6000,0.000587,0.000324,0.000322
6100,0.000594,0.000329,0.000337
6200,0.000614,0.000324,0.000333
6300,0.000621,0.000328,0.000328
6400,0.000639,0.000329,0.000338
6500,0.000636,0.000343,0.00034
6600,0.000665,0.000344,0.000355
6700,0.000669,0.000364,0.000363
6800,0.000668,0.000372,0.000373
6900,0.000679,0.000374,0.000379
7000,0.000691,0.000376,0.000392
7100,0.000697,0.000373,0.000377
7200,0.00071,0.000387,0.000392
7300,0.000729,0.00039,0.000399
7400,0.000742,0.0004,0.000422
7500,0.000744,0.000408,0.000408
7600,0.00077,0.000408,0.00041
7700,0.000771,0.000411,0.000422
7800,0.000779,0.000418,0.000422
7900,0.000799,0.000431,0.000438
8000,0.000784,0.000437,0.000438
8100,0.000808,0.000441,0.00045
8200,0.000818,0.000442,0.00044
8300,0.00085,0.000463,0.000441
8400,0.000849,0.00046,0.000484
8500,0.00087,0.000471,0.000452
8600,0.000879,0.000477,0.000465
8700,0.000885,0.000481,0.000485
8800,0.000908,0.000477,0.000476
8900,0.000902,0.000488,0.000491
9000,0.000905,0.000502,0.000494
9100,0.000916,0.000477,0.000499
9200,0.000925,0.00049,0.000501
9300,0.000976,0.00051,0.00053
9400,0.000958,0.000507,0.000519
9500,0.000956,0.000526,0.000525
9600,0.000969,0.00053,0.000524
9700,0.000987,0.000521,0.000565
9800,0.001004,0.000538,0.000543
9900,0.001041,0.000571,0.000563
10000,0.001011,0.000555,0.000557
10100,0.001029,0.000546,0.000578
10200,0.001042,0.000545,0.00056
10300,0.001049,0.000571,0.000607
10400,0.001067,0.000573,0.000591
10500,0.001168,0.000588,0.000603
10600,0.001085,0.000604,0.000607
10700,0.001118,0.000613,0.000602
10800,0.001124,0.000612,0.000645
10900,0.001124,0.000605,0.000614
11000,0.001148,0.000612,0.000645
11100,0.001155,0.00061,0.000638
11200,0.001154,0.000637,0.000641
11300,0.001168,0.000643,0.000642
11400,0.001179,0.000654,0.000665
11500,0.001185,0.000653,0.000665
11600,0.001204,0.000651,0.000661
11700,0.001217,0.000684,0.000662
11800,0.001229,0.000665,0.00068
11900,0.00123,0.000689,0.000666
12000,0.001237,0.000679,0.000722
12100,0.001219,0.000718,0.000665
12200,0.001226,0.000682,0.000691
12300,0.001244,0.000704,0.000671
12400,0.001235,0.00067,0.000711
12500,0.001252,0.000664,0.00067
12600,0.001238,0.000721,0.000709
12700,0.001305,0.000734,0.000738
12800,0.001301,0.00073,0.000742
12900,0.001329,0.000737,0.000746
13000,0.001301,0.000695,0.000691
13100,0.001358,0.000698,0.000721
13200,0.001377,0.000736,0.000764
13300,0.001352,0.000741,0.000753
13400,0.001373,0.000784,0.000752
13500,0.001368,0.000781,0.000767
13600,0.001394,0.000732,0.000756
13700,0.001353,0.000716,0.000749
13800,0.001368,0.000735,0.000747
13900,0.001348,0.000744,0.000772
14000,0.001412,0.000744,0.000749
14100,0.001366,0.000761,0.000762
14200,0.001343,0.000767,0.000747
14300,0.001368,0.000753,0.000742
14400,0.001386,0.000744,0.00077
14500,0.001415,0.000756,0.000799
14600,0.001403,0.000768,0.000806
14700,0.0014,0.000813,0.00078
14800,0.001436,0.00078,0.000787
14900,0.001433,0.000794,0.000816
15000,0.001485,0.00083,0.000805
15100,0.001486,0.000781,0.000841
15200,0.001476,0.000794,0.000815
15300,0.001475,0.000804,0.000788
15400,0.001628,0.00083,0.00085
15500,0.001636,0.00089,0.00089
15600,0.001612,0.000861,0.000843
15700,0.001528,0.000827,0.000822
15800,0.001789,0.000864,0.000847
15900,0.001668,0.000847,0.00121
16000,0.001666,0.000863,0.000953
16100,0.001575,0.00087,0.001104
16200,0.001749,0.000884,0.00085
16300,0.001818,0.001133,0.000913
16400,0.00172,0.000866,0.00088
16500,0.001701,0.000907,0.000967
16600,0.001691,0.000908,0.000888
16700,0.001658,0.000911,0.000885
16800,0.001657,0.000929,0.000898
16900,0.001665,0.000925,0.000919
17000,0.001684,0.000901,0.000903
17100,0.00168,0.000934,0.000961
17200,0.001702,0.000955,0.000933
17300,0.001747,0.000938,0.000907
17400,0.001673,0.000971,0.000933
17500,0.001709,0.00091,0.00093
17600,0.001717,0.000952,0.000933
17700,0.001805,0.000982,0.000971
17800,0.001771,0.000985,0.000962
17900,0.001773,0.001,0.000973
18000,0.001778,0.001016,0.001068
18100,0.001877,0.000984,0.001007
18200,0.001864,0.001064,0.001054
18300,0.001969,0.001061,0.001039
18400,0.00195,0.0011,0.001135
18500,0.001962,0.001053,0.001081
18600,0.001985,0.001083,0.001083
18700,0.00186,0.001065,0.001024
18800,0.001898,0.001032,0.001044
18900,0.001901,0.001054,0.001175
19000,0.001901,0.001146,0.001025
19100,0.001941,0.001073,0.001022
19200,0.001955,0.001051,0.001073
19300,0.002002,0.001075,0.00106
19400,0.002043,0.001143,0.001092
19500,0.001949,0.001092,0.001077
19600,0.001955,0.00108,0.001114
19700,0.001987,0.001071,0.001134
19800,0.001951,0.001059,0.001073
19900,0.001975,0.001092,0.001059
20000,0.001962,0.001095,0.001087
20100,0.002084,0.001129,0.001176
20200,0.002074,0.001125,0.001143
20300,0.00211,0.001185,0.001164
20400,0.002189,0.001213,0.001211
20500,0.002213,0.001209,0.001256
20600,0.002216,0.00118,0.001189
20700,0.002142,0.001154,0.001123
20800,0.002094,0.001124,0.001158
20900,0.002105,0.001165,0.001127
21000,0.002115,0.001143,0.001135
21100,0.002072,0.001175,0.001131
21200,0.002083,0.001145,0.001125
21300,0.002133,0.001179,0.001172
21400,0.0021,0.001159,0.001169
21500,0.002118,0.001195,0.00117
21600,0.002184,0.001227,0.001206
21700,0.002135,0.001175,0.001195
21800,0.002144,0.001186,0.001183
21900,0.002267,0.001246,0.001237
22000,0.002212,0.001216,0.001218
22100,0.002191,0.001191,0.001238
22200,0.002203,0.001209,0.001179
22300,0.002178,0.001208,0.001195
22400,0.0022,0.001224,0.001221
22500,0.002764,0.001315,0.001281
22600,0.002256,0.001418,0.001273
22700,0.00232,0.001289,0.001299
22800,0.002327,0.001263,0.001283
22900,0.00244,0.001319,0.001344
23000,0.002348,0.001295,0.001353
23100,0.002374,0.001312,0.001352
23200,0.002391,0.001344,0.001379
23300,0.002395,0.00138,0.001353
23400,0.002431,0.001368,0.001334
23500,0.002462,0.001383,0.001408
23600,0.002437,0.001402,0.001387
23700,0.002535,0.001375,0.001448
23800,0.002508,0.001309,0.001327
23900,0.002509,0.001349,0.001402
24000,0.002505,0.001353,0.001428
24100,0.00254,0.001333,0.001392
24200,0.00265,0.00145,0.001426
24300,0.00258,0.001438,0.001499
24400,0.002564,0.001405,0.001497
24500,0.002591,0.001512,0.001426
24600,0.002503,0.001361,0.001398
24700,0.002448,0.00135,0.001371
24800,0.002508,0.001348,0.001378
24900,0.002445,0.001337,0.001388
25000,0.002495,0.001431,0.001443
25100,0.002527,0.001372,0.001499
25200,0.00258,0.001413,0.00145
25300,0.002545,0.001406,0.001437
25400,0.002557,0.001399,0.001453
25500,0.002542,0.001409,0.001413
25600,0.002551,0.001398,0.001426
25700,0.003129,0.001398,0.001416
25800,0.002596,0.001502,0.001475
25900,0.002745,0.001456,0.001464
26000,0.00268,0.001503,0.001524
26100,0.002686,0.001482,0.001491
26200,0.002667,0.001558,0.001555
26300,0.002692,0.001524,0.001549
26400,0.002674,0.001538,0.001519
26500,0.002721,0.001512,0.001501
26600,0.002831,0.001536,0.001566
26700,0.002835,0.001539,0.001574
26800,0.002871,0.001576,0.001618
26900,0.002814,0.001552,0.001592
27000,0.002812,0.001606,0.001604
27100,0.002868,0.001555,0.001588
27200,0.002933,0.001582,0.001653
27300,0.002991,0.001601,0.001662
27400,0.002964,0.001663,0.001649
27500,0.002957,0.001715,0.001711
27600,0.002995,0.001646,0.001672
27700,0.00302,0.001577,0.001582
27800,0.002882,0.001566,0.001734
27900,0.002939,0.001689,0.001684
28000,0.00301,0.001615,0.001659
28100,0.002974,0.001685,0.001636
28200,0.002955,0.001606,0.001654
28300,0.002914,0.00162,0.001635
28400,0.002995,0.001591,0.001624
28500,0.002956,0.001628,0.001718
28600,0.002973,0.00161,0.001634
28700,0.003,0.001636,0.001749
28800,0.002957,0.001654,0.001658
28900,0.00303,0.001859,0.001727
29000,0.003237,0.001733,0.001746
29100,0.003084,0.001702,0.001678
29200,0.00295,0.00163,0.001658
29300,0.002917,0.001643,0.001802
29400,0.003156,0.001695,0.001701
29500,0.003058,0.001661,0.00233
29600,0.002995,0.001641,0.00163
29700,0.003,0.001673,0.001883
29800,0.003042,0.001763,0.001756
29900,0.003073,0.001715,0.0017
30000,0.003034,0.00171,0.001714
30100,0.003526,0.001787,0.001769
30200,0.003116,0.001712,0.001806
30300,0.003137,0.001751,0.001703
30400,0.003171,0.001682,0.00176
30500,0.003081,0.001765,0.001841
30600,0.003123,0.001723,0.001827
30700,0.00329,0.00183,0.001772
30800,0.003226,0.001792,0.001771
30900,0.003227,0.001721,0.001749
31000,0.003119,0.001732,0.001762
31100,0.003345,0.001742,0.001729
31200,0.003183,0.001728,0.001737
31300,0.003208,0.001735,0.001759
31400,0.003156,0.00174,0.001898
31500,0.00334,0.001757,0.001795
31600,0.00325,0.001818,0.001824
31700,0.003253,0.001767,0.001805
31800,0.00337,0.001854,0.001833
31900,0.003326,0.001831,0.001914
32000,0.003258,0.001837,0.001826
32100,0.003333,0.001842,0.001766
32200,0.003282,0.001811,0.001853
32300,0.003276,0.00184,0.001787
32400,0.003323,0.001828,0.001836
32500,0.003318,0.001826,0.001816
32600,0.003258,0.00185,0.001872
32700,0.003523,0.00193,0.001917
32800,0.003377,0.001954,0.001862
32900,0.003393,0.001885,0.001889
33000,0.003325,0.001976,0.001914
33100,0.003357,0.001937,0.002
33200,0.003393,0.001909,0.0019
33300,0.003432,0.001953,0.001861
33400,0.00345,0.001934,0.001931
33500,0.003381,0.001885,0.001873
33600,0.003426,0.001958,0.001879
33700,0.003465,0.001881,0.00191
33800,0.003599,0.001969,0.001942
33900,0.003514,0.001929,0.001968
34000,0.003696,0.002076,0.002086
34100,0.003606,0.002012,0.002056
34200,0.003614,0.001954,0.001977
34300,0.003567,0.001962,0.001977
34400,0.003562,0.002022,0.002058
34500,0.003712,0.002055,0.002029
34600,0.003571,0.002005,0.001943
34700,0.003584,0.00198,0.001998
34800,0.003575,0.001986,0.002015
34900,0.003546,0.00194,0.002
35000,0.00354,0.00203,0.001957
35100,0.003577,0.001958,0.001969
35200,0.003693,0.002059,0.002128
35300,0.003652,0.002068,0.00203
35400,0.003579,0.002081,0.002063
35500,0.003666,0.002047,0.002026
35600,0.003784,0.001997,0.002018
35700,0.003803,0.002062,0.002054
35800,0.003748,0.002029,0.002097
35900,0.003732,0.00213,0.002266
36000,0.003901,0.002129,0.002127
36100,0.003756,0.002133,0.002102
36200,0.00381,0.00214,0.002123
36300,0.003864,0.002134,0.002178
36400,0.003777,0.002048,0.002184
36500,0.00379,0.002201,0.002101
36600,0.003761,0.002084,0.002164
36700,0.003755,0.002111,0.002131
36800,0.0038,0.002097,0.002144
36900,0.00381,0.002225,0.002185
37000,0.003891,0.002106,0.002173
37100,0.003866,0.002101,0.002173
37200,0.003852,0.002156,0.002198
37300,0.003849,0.002158,0.002217
37400,0.003952,0.00239,0.002237
37500,0.003994,0.002217,0.002182
37600,0.003972,0.002172,0.002264
37700,0.003883,0.002115,0.00209
37800,0.00387,0.00216,0.002279
37900,0.003876,0.002217,0.002149
38000,0.003915,0.002163,0.002158
38100,0.003961,0.002227,0.002297
38200,0.004065,0.002239,0.002211
38300,0.003918,0.002189,0.00214
38400,0.003933,0.002212,0.002169
38500,0.004278,0.002395,0.002402
38600,0.004286,0.002353,0.00228
38700,0.004133,0.002271,0.002341
38800,0.004066,0.00228,0.002229
38900,0.004077,0.002253,0.002245
39000,0.004064,0.00225,0.002257
39100,0.004067,0.002267,0.002256
39200,0.004143,0.002267,0.002206
39300,0.003991,0.002249,0.002417
39400,0.00414,0.002239,0.002344
39500,0.004287,0.002359,0.002408
39600,0.004255,0.002319,0.002285
39700,0.004128,0.00233,0.002331
39800,0.004097,0.002312,0.002327
39900,0.004123,0.002262,0.002293
40000,0.004264,0.002308,0.0026
40100,0.004319,0.002405,0.002421
40200,0.004232,0.00233,0.002469
40300,0.004161,0.002323,0.002455
40400,0.004241,0.002425,0.00235
40500,0.004134,0.002331,0.002284
40600,0.004141,0.002342,0.002372
40700,0.004215,0.002366,0.002318
40800,0.00425,0.002386,0.002355
40900,0.004195,0.002378,0.002348
41000,0.004146,0.002598,0.002405
41100,0.004254,0.002345,0.002372
41200,0.004314,0.002364,0.00238
41300,0.004268,0.002509,0.002392
41400,0.004354,0.002404,0.002394
41500,0.004379,0.002406,0.002432
41600,0.004434,0.002411,0.002364
41700,0.004415,0.002413,0.002395
41800,0.004561,0.002516,0.002592
41900,0.004534,0.00257,0.002567
42000,0.004493,0.002527,0.002547
42100,0.004634,0.002465,0.00259
42200,0.004545,0.002482,0.002492
42300,0.004462,0.002567,0.00247
42400,0.004556,0.002579,0.002554
42500,0.00452,0.002545,0.002554
42600,0.004523,0.002553,0.002541
42700,0.004616,0.002603,0.002649
42800,0.004489,0.002561,0.002537
42900,0.004507,0.002581,0.00254
43000,0.004446,0.002543,0.002469
43100,0.004454,0.002624,0.002525
43200,0.004471,0.002512,0.002526
43300,0.004457,0.002479,0.002559
43400,0.00444,0.002509,0.002493
43500,0.00452,0.002458,0.002556
43600,0.004695,0.002582,0.002613
43700,0.004527,0.002507,0.002552
43800,0.004465,0.002546,0.002598
43900,0.004493,0.002551,0.002521
44000,0.004642,0.002531,0.002554
44100,0.004699,0.002552,0.002617
44200,0.004531,0.002589,0.00258
44300,0.00468,0.002579,0.002614
44400,0.004574,0.002568,0.002628
44500,0.004579,0.002565,0.002588
44600,0.004795,0.002648,0.002615
44700,0.00469,0.002644,0.00264
44800,0.004615,0.002546,0.002574
44900,0.004665,0.002776,0.002788
45000,0.004738,0.002706,0.00269
45100,0.004627,0.002634,0.002684
45200,0.004595,0.002642,0.00266
45300,0.004707,0.002614,0.002782
45400,0.004691,0.002757,0.002624
45500,0.004725,0.00266,0.002703
45600,0.004791,0.002701,0.002782
45700,0.004741,0.002704,0.002759
45800,0.004715,0.002636,0.002714
45900,0.00479,0.003684,0.003583
46000,0.004898,0.002726,0.002748
46100,0.004773,0.002793,0.002834
46200,0.004764,0.002729,0.002766
46300,0.004816,0.002738,0.002696
46400,0.004804,0.002903,0.002773
46500,0.004832,0.002932,0.002764
46600,0.004925,0.00285,0.002772
46700,0.004901,0.002793,0.002721
46800,0.005002,0.002786,0.00274
46900,0.004881,0.002738,0.002822
47000,0.00499,0.002756,0.002775
47100,0.004856,0.002864,0.002796
47200,0.004871,0.002808,0.002941
47300,0.004942,0.00291,0.002945
47400,0.004988,0.002956,0.002875
47500,0.005005,0.002836,0.002817
47600,0.004894,0.002814,0.002761
47700,0.004894,0.002822,0.002813
