100,2.2e-05
200,8.4e-05
300,0.000181
400,0.000297
500,0.000475
600,0.000663
700,0.000892
800,0.00124
900,0.001529
1000,0.002
1100,0.002381
1200,0.002793
1300,0.00324
1400,0.003638
1500,0.004422
1600,0.004883
1700,0.005445
1800,0.006127
1900,0.008929
2000,0.007572
2100,0.008363
2200,0.009338
2300,0.010143
2400,0.011168
2500,0.012218
2600,0.013364
2700,0.014452
2800,0.01547
2900,0.016358
3000,0.020729
3100,0.020189
3200,0.020793
3300,0.022173
3400,0.023584
3500,0.024567
3600,0.026188
3700,0.027825
3800,0.029267
3900,0.031196
4000,0.03297
4100,0.034434
4200,0.036398
4300,0.03801
4400,0.039759
4500,0.042436
4600,0.04397
4700,0.046615
4800,0.048026
4900,0.050137
5000,0.052873
5100,0.054546
5200,0.057188
5300,0.059851
5400,0.061893
5500,0.064857
5600,0.069123
5700,0.071969
5800,0.073184
5900,0.074748
6000,0.080984
6100,0.081148
6200,0.084344
6300,0.090981
6400,0.092071
6500,0.093996
6600,0.097993
6700,0.099356
6800,0.101694
6900,0.106043
7000,0.110638
7100,0.120898
7200,0.119444
7300,0.119236
7400,0.122167
7500,0.132098
7600,0.136449
7700,0.137569
7800,0.139663
7900,0.140484
8000,0.14856
8100,0.151939
8200,0.15912
8300,0.159723
8400,0.165231
8500,0.162648
8600,0.166451
8700,0.16892
8800,0.174663
8900,0.184926
9000,0.197403
9100,0.199946
9200,0.202595
9300,0.207324
9400,0.207492
9500,0.204029
9600,0.211615
9700,0.213925
9800,0.219719
9900,0.2219
10000,0.228393
10100,0.269664
10200,0.238894
10300,0.244112
10400,0.249552
10500,0.252106
10600,0.262873
10700,0.262822
10800,0.270428
10900,0.276109
11000,0.281355
11100,0.282946
11200,0.29199
11300,0.29783
11400,0.301779
11500,0.307988
11600,0.324512
11700,0.319191
11800,0.32449
11900,0.333162
12000,0.338573
12100,0.34069
12200,0.34909
12300,0.356074
12400,0.361738
12500,0.366328
12600,0.372361
12700,0.378208
12800,0.385709
12900,0.392697
13000,0.399384
13100,0.405008
13200,0.411028
13300,0.418526
13400,0.426163
13500,0.435703
13600,0.448326
13700,0.463306
13800,0.46518
13900,0.467184
14000,0.461233
14100,0.47249
14200,0.557172
14300,0.494568
14400,0.503715
14500,0.499852
14600,0.505925
14700,0.520091
14800,0.53246
14900,0.530912
15000,0.53737
15100,0.547957
15200,0.557179
15300,0.562447
15400,0.568222
15500,0.574569
15600,0.584769
15700,0.60211
15800,0.603023
15900,0.606738
16000,0.616851
16100,0.622898
16200,0.634549
16300,0.636871
16400,0.648865
16500,0.669304
16600,0.6671
16700,0.672318
16800,0.677617
16900,0.684842
17000,0.697633
17100,0.707809
17200,0.730096
17300,0.728259
17400,0.730651
17500,0.745014
17600,0.762102
17700,0.759058
17800,0.770559
17900,0.788291
18000,0.795322
18100,0.793531
18200,0.802361
18300,0.888733
18400,0.854485
18500,0.853192
18600,0.854798
18700,0.864929
18800,0.8678
18900,0.879131
19000,0.881991
19100,0.898448
19200,0.903425
19300,1.25139
19400,0.921021
19500,0.941155
19600,0.967798
19700,0.959162
19800,0.963079
19900,0.969054
20000,0.979385
20100,1.00147
20200,1.01022
